POPULATION,COUNTYFIPS,LATITUDE,LONGITUDE,NAME,ADDRESS,CITY,STATE,COUNTY,ZIP,TELEPHONE,TYPE,STATUS,SOURCE,WEBSITE,OWNER,TOTAL_BEDS_IN_COUNTY,MARKET_SHARE,PROVIDERNUMBER,TOTAL_HOSPITAL_BEDS,ICU_HOSPITAL_BEDS,CONFIRMED_CASES_STATE,DEATHS_STATE,RECOVERED_STATE,COUNTY_CASES,PATIENTS
601651,34029,39.720955100000005,-74.28488318,SOUTHERN OCEAN COUNTY HOSPITAL,1140 STATE ROUTE 72 WEST,MANAHAWKIN,NJ,OCEAN,8050,(609) 597-6011,GENERAL ACUTE CARE,OPEN,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,http://www.soch.com,NON-PROFIT,1270.0,0.12283464566929134,,156.0,,267.0,3.0,0.0,33,4.053543307086614
601651,34029,40.0731586,-74.21814824,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,600 RIVER AVE,LAKEWOOD,NJ,OCEAN,8701,(732) 363-1900,GENERAL ACUTE CARE,OPEN,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,http://www.barnabashealth.org/Monmouth-Medical-Center-Southern-Campus.aspx,NON-PROFIT,1270.0,0.18976377952755905,310084.0,241.0,20.0,267.0,3.0,0.0,33,6.2622047244094485
331164,34035,40.56829603,-74.59536949,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET,110 REHILL AVE,SOMERVILLE,NJ,SOMERSET,8876,(908) 685-2200,GENERAL ACUTE CARE,OPEN,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,http://www.rwjuh.edu/rwjuh/home.aspx,NON-PROFIT,361.0,1.0,310048.0,361.0,28.0,267.0,3.0,0.0,21,21.0
558067,34039,40.71178746,-74.35378384,OVERLOOK HOSPITAL,99 BEAUVOIR AVENUE,SUMMIT,NJ,UNION,7901,(908) 522-2000,GENERAL ACUTE CARE,OPEN,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,http://www.atlantichealth.org/Overlook,NON-PROFIT,1232.0,0.4090909090909091,,504.0,,267.0,3.0,0.0,29,11.863636363636365
558067,34039,40.65910896,-74.197588,TRINITAS HOSPITAL - NEW POINT CAMPUS,655 EAST JERSEY STREET,ELIZABETH,NJ,UNION,7206,(908) 527-5000,GENERAL ACUTE CARE,OPEN,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,http://www.trinitashospital.com,NON-PROFIT,1232.0,0.048701298701298704,,60.0,,267.0,3.0,0.0,29,1.4123376623376624
558067,34039,40.65855935,-74.21479366,TRINITAS REGIONAL MEDICAL CENTER,225 WILLIAMSON STREET,ELIZABETH,NJ,UNION,7202,(908) 527-5000,GENERAL ACUTE CARE,OPEN,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,http://www.trinitashospital.com,NON-PROFIT,1232.0,0.338474025974026,310027.0,417.0,25.0,267.0,3.0,0.0,29,9.815746753246753
558067,34039,40.61285245,-74.29105086,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,865 STONE STREET,RAHWAY,NJ,UNION,7065,(732) 381-4200,GENERAL ACUTE CARE,OPEN,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,http://www.rwjuhr.com,NON-PROFIT,1232.0,0.20373376623376624,310024.0,251.0,,267.0,3.0,0.0,29,5.908279220779221
105779,34041,40.70220506,-75.17812041,ST. LUKE'S HOSPITAL - WARREN CAMPUS,185 ROSEBERRY STREET,PHILLIPSBURG,NJ,WARREN,8865,(908) 859-6700,GENERAL ACUTE CARE,OPEN,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,http://www.warrenhospital.org/,NON-PROFIT,309.0,0.6407766990291263,,198.0,,267.0,3.0,0.0,3,1.9223300970873787
105779,34041,40.8616841,-74.81600774,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE STREET,HACKETTSTOWN,NJ,WARREN,7840,(908) 852-5100,GENERAL ACUTE CARE,OPEN,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,http://www.hrmcnj.org,NON-PROFIT,309.0,0.3592233009708738,,111.0,,267.0,3.0,0.0,3,1.0776699029126213
307117,36001,42.65596772,-73.80365597,ST. PETER'S HOSPITAL,315 S MANNING BLVD,ALBANY,NY,ALBANY,12208,(518) 454-1550,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.sphcs.org,NON-PROFIT,1341.0,0.3296047725577927,,442.0,,2495.0,16.0,0.0,43,14.173005219985086
307117,36001,42.64581067,-73.78011464,ALBANY MEDICAL CENTER - SOUTH CLINICAL CAMPUS,"25 HACKETT BOULEVARD, MC 201",ALBANY,NY,ALBANY,12204,(518) 262-1200,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.amc.edu/index.cfm,NON-PROFIT,1341.0,0.013422818791946308,,18.0,,2495.0,16.0,0.0,43,0.5771812080536912
307117,36001,42.65340806,-73.77665746,ALBANY MEDICAL CENTER,43 NEW SCOTLAND AVE,ALBANY,NY,ALBANY,12208,(518) 262-3474,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.amc.edu,NON-PROFIT,1341.0,0.5339299030574198,,716.0,,2495.0,16.0,0.0,43,22.958985831469054
307117,36001,42.67418337,-73.748675,ALBANY MEMORIAL HOSPITAL,600 NORTHERN BLVD,ALBANY,NY,ALBANY,12204,(518) 471-3221,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.nehealth.com/Medical_Care/AMH/,NON-PROFIT,1341.0,0.12304250559284116,330003.0,165.0,16.0,2495.0,16.0,0.0,43,5.29082774049217
46430,36003,42.12242108,-77.9509013,JONES MEMORIAL HOSPITAL,191 N MAIN ST,WELLSVILLE,NY,ALLEGANY,14895,(585) 593-1100,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.jmhny.org,NON-PROFIT,70.0,1.0,330096.0,70.0,6.0,2495.0,16.0,0.0,2,2.0
191659,36007,42.08631555,-75.9144438,UHS BINGHAMTON GENERAL HOSPITAL,10 42 MITCHELL AVENUE,BINGHAMTON,NY,BROOME,13790,(607) 762-2200,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.uhs.net/?id=212&sid=1,NON-PROFIT,742.0,0.29649595687331537,,220.0,,2495.0,16.0,0.0,2,0.5929919137466307
191659,36007,42.11419939,-75.95852351,UHS WILSON MEMORIAL HOSPITAL,33 57 HARRISON STREET,JOHNSON CITY,NY,BROOME,13790,(607) 763-6000,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.uhs.net/locations/uhs-wilson-medical-center/,NON-PROFIT,742.0,0.37735849056603776,,280.0,,2495.0,16.0,0.0,2,0.7547169811320755
191659,36007,42.09138643,-75.93693498,OUR LADY OF LOURDES MEMORIAL HOSPITAL,169 RIVERSIDE DR,BINGHAMTON,NY,BROOME,13901,(607) 798-5111,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.lourdes.com,NON-PROFIT,742.0,0.3261455525606469,,242.0,,2495.0,16.0,0.0,2,0.6522911051212938
47536,36017,42.54115932,-75.52579862,CHENANGO MEMORIAL HOSPITAL,179 N BROAD ST,NORWICH,NY,CHENANGO,13815,(607) 337-4111,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.uhs.net/cmh,NON-PROFIT,58.0,1.0,,58.0,,2495.0,16.0,0.0,2,2.0
80695,36019,44.70044304,-73.46941987,THE UNIVERSITY OF VERMONT HEALTH NETWORK - CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,75 BEEKMAN ST,PLATTSBURGH,NY,CLINTON,12901,(518) 561-2000,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,https://www.cvph.org/,NON-PROFIT,300.0,1.0,,300.0,,2495.0,16.0,0.0,2,2.0
44527,36025,42.304154700000005,-75.39546902,TRI TOWN REGIONAL HEALTHCARE,43 PEARL STREET WEST,SIDNEY,NY,DELAWARE,13838,(607) 561-2021,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.bassett.org/medical/locations/hospitals/tri-town-regional-hospital,NON-PROFIT,4.0,1.0,,4.0,,2495.0,16.0,0.0,1,1.0
293718,36027,41.93547004,-73.91319583,NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,RHINEBECK,NY,DUTCHESS,12572,(845) 871-3001,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.healthquest.org/rhinebeck/northern-dutchess-hospital.aspx,NON-PROFIT,676.0,0.10059171597633136,330049.0,68.0,7.0,2495.0,16.0,0.0,31,3.1183431952662723
293718,36027,41.69385894,-73.93578611,VASSAR BROTHERS MEDICAL CENTER,45 READE PL,POUGHKEEPSIE,NY,DUTCHESS,12601,(845) 454-8500,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.healthquest.org/poughkeepsie/vassar-brothers-medical-center.aspx,NON-PROFIT,676.0,0.5399408284023669,330023.0,365.0,20.0,2495.0,16.0,0.0,31,16.738165680473372
293718,36027,41.71783839,-73.92770935,MID-HUDSON VALLEY DIVISION OF WESTCHESTER MEDICAL CENTER,241 NORTH ROAD,POUGHKEEPSIE,NY,DUTCHESS,12601,(845) 483-5000,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.midhudsonregional.org/,GOVERNMENT - LOCAL,676.0,0.3594674556213018,,243.0,,2495.0,16.0,0.0,31,11.143491124260356
919719,36029,42.90086841,-78.86620976,BUFFALO GENERAL MEDICAL CENTER,100 HIGH ST,BUFFALO,NY,ERIE,14203,(716) 859-5600,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.kaleidahealth.org/bgmc/,NON-PROFIT,2500.0,0.2004,,501.0,,2495.0,16.0,0.0,28,5.6112
919719,36029,42.84750143,-78.81197103,MERCY HOSPITAL,565 ABBOTT RD,BUFFALO,NY,ERIE,14220,(716) 434-9111,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.chsbuffalo.org/Facilities/Hospitals/MHOB,NON-PROFIT,2500.0,0.1752,200008.0,438.0,7.0,2495.0,16.0,0.0,28,4.9056
919719,36029,42.97759545,-78.88011777,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVE,BUFFALO,NY,ERIE,14217,(716) 447-6100,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.chsbuffalo.org/Facilities/Hospitals/KMH,NON-PROFIT,2500.0,0.0736,330102.0,184.0,16.0,2495.0,16.0,0.0,28,2.0608
919719,36029,42.8992051,-78.86488695,ROSWELL PARK CANCER INSTITUTE,666 ELM STR,BUFFALO,NY,ERIE,14263,(716) 845-2300,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.roswellpark.org,GOVERNMENT - DISTRICT/AUTHORITY,2500.0,0.0492,,123.0,,2495.0,16.0,0.0,28,1.3776
919719,36029,42.78054509,-78.77257279,MERCY HOSPITAL - MERCY HOSPITAL ORCHARD PARK DIVISION,3669 SOUTHWESTERN BLVD,ORCHARD PARK,NY,ERIE,14127,(716) 662-0500,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.chsbuffalo.org/Facilities/Diagnostic/MercyAmbulatoryCareCenter,NON-PROFIT,2500.0,0.0008,,2.0,,2495.0,16.0,0.0,28,0.0224
919719,36029,42.9250771,-78.83114577,ERIE COUNTY MEDICAL CENTER,462 GRIDER ST,BUFFALO,NY,ERIE,14215,(716) 898-3000,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.ecmc.edu,GOVERNMENT - DISTRICT/AUTHORITY,2500.0,0.22,330219.0,550.0,30.0,2495.0,16.0,0.0,28,6.16
919719,36029,42.92843689,-78.84845864,SISTERS OF CHARITY HOSPITAL,2157 MAIN ST,BUFFALO,NY,ERIE,14214,(716) 862-1000,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.chsbuffalo.org/Facilities/Hospitals/SSJC,NON-PROFIT,2500.0,0.116,330078.0,290.0,30.0,2495.0,16.0,0.0,28,3.248
919719,36029,42.50896399,-78.65856690000001,BERTRAND CHAFFEE HOSPITAL,224 E MAIN ST,SPRINGVILLE,NY,ERIE,14141,(716) 592-2871,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://bertrandchaffee.com/,NON-PROFIT,2500.0,0.0096,330111.0,24.0,,2495.0,16.0,0.0,28,0.2688
919719,36029,42.91430436,-78.78240154,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,2605 HARLEM RD,CHEEKTOWAGA,NY,ERIE,14225,(716) 891-2400,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.chsbuffalo.org/Facilities/Hospitals/StJosephCampus,NON-PROFIT,2500.0,0.0492,,123.0,,2495.0,16.0,0.0,28,1.3776
919719,36029,42.99403948,-78.73023829,MILLARD FILLMORE SUBURBAN HOSPITAL,1540 MAPLE RD,WILLIAMSVILLE,NY,ERIE,14209,(716) 568-3600,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.kaleidahealth.org/suburban/,NON-PROFIT,2500.0,0.106,,265.0,,2495.0,16.0,0.0,28,2.968
53591,36035,43.07158611,-74.33192173,NATHAN LITTAUER HOSPITAL,99 E STATE ST,GLOVERSVILLE,NY,FULTON,12078,(518) 725-8621,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.nlh.org,NON-PROFIT,74.0,1.0,330276.0,74.0,8.0,2495.0,16.0,0.0,1,1.0
57511,36037,42.99865008,-78.18111288,UNITED MEMORIAL MEDICAL CENTER BANK STREET CAMPUS,16 BANK ST,BATAVIA,NY,GENESEE,14020,(585) 343-6030,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,https://www.rochesterregional.org/locations/hospitals/united-memorial-medical-center/,NON-PROFIT,131.0,0.15267175572519084,,20.0,,2495.0,16.0,0.0,1,0.15267175572519084
57511,36037,43.00506087,-78.17663186,UNITED MEMORIAL MEDICAL CENTER NORTH STREET CAMPUS,127 NORTH ST,BATAVIA,NY,GENESEE,14020,(585) 343-6030,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,https://www.rochesterregional.org/locations/hospitals/united-memorial-medical-center/,NOT AVAILABLE,131.0,0.8473282442748091,,111.0,,2495.0,16.0,0.0,1,0.8473282442748091
111755,36045,43.96504348,-75.9145579,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST,WATERTOWN,NY,JEFFERSON,13601,(315) 785-4000,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.samaritanhealth.com/,NON-PROFIT,294.0,1.0,330157.0,294.0,10.0,2495.0,16.0,0.0,1,1.0
742474,36055,43.135291200000005,-77.60599645,HIGHLAND HOSPITAL,1000 SOUTH AVE,ROCHESTER,NY,MONROE,14620,(585) 473-2200,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,https://www.urmc.rochester.edu/highland.aspx,GOVERNMENT - DISTRICT/AUTHORITY,1930.0,0.13523316062176166,330164.0,261.0,14.0,2495.0,16.0,0.0,27,3.6512953367875647
742474,36055,43.12280887,-77.62425943,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,MONROE,14607,(585) 275-8387,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.urmc.rochester.edu,NON-PROFIT,1930.0,0.43005181347150256,330285.0,830.0,110.0,2495.0,16.0,0.0,27,11.611398963730569
742474,36055,43.19224113,-77.58681449,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVE,ROCHESTER,NY,MONROE,14621,(585) 922-4000,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.rochestergeneral.org,NON-PROFIT,1930.0,0.27357512953367874,330125.0,528.0,16.0,2495.0,16.0,0.0,27,7.386528497409326
742474,36055,43.19291838,-77.70515091,THE UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,MONROE,14626,(585) 723-7000,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,https://www.rochesterregional.org/locations/hospitals/unity-hospital/,NON-PROFIT,1930.0,0.161139896373057,,311.0,,2495.0,16.0,0.0,27,4.350777202072539
49455,36057,42.95906517,-74.18712293,ST. MARY'S HEALTHCARE - AMSTERDAM MEMORIAL CAMPUS,4988 STHWY 30,AMSTERDAM,NY,MONTGOMERY,12010,(518) 842-3100,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,https://www.smha.org/,NON-PROFIT,130.0,0.07692307692307693,,10.0,,2495.0,16.0,0.0,2,0.15384615384615385
49455,36057,42.95441745,-74.216064,ST. MARY'S HEALTHCARE,427 GUY PARK AVE,AMSTERDAM,NY,MONTGOMERY,12010,(518) 842-1900,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.smha.org,NON-PROFIT,130.0,0.9230769230769231,,120.0,,2495.0,16.0,0.0,2,1.8461538461538463
1358343,36059,40.6811275,-73.68629920000001,LONG ISLAND JEWISH VALLEY STREAM,900 FRANKLIN AVE,VALLEY STREAM,NY,NASSAU,11580,(516) 256-6000,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,https://www.northwell.edu/find-care/locations/long-island-jewish-valley-stream,NON-PROFIT,4181.0,0.07892848600813203,,330.0,,2495.0,16.0,0.0,372,29.361396795025115
1358343,36059,40.72677129,-73.47871819,ST. JOSEPH HOSPITAL,4295  HEMPSTEAD TURNPIKE,BETHPAGE,NY,NASSAU,11714,(516) 579-6000,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://stjosephhospital.chsli.org/,NON-PROFIT,4181.0,0.04855297775651758,,203.0,,2495.0,16.0,0.0,372,18.06170772542454
1358343,36059,40.68851303,-73.63160381,MERCY MEDICAL CENTER,1000 N VILLAGE AVE,ROCKVILLE CENTRE,NY,NASSAU,11530,(516) 705-2525,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.mercymedicalcenter.chsli.org,NON-PROFIT,4181.0,0.0896914613728773,360070.0,375.0,36.0,2495.0,16.0,0.0,372,33.365223630710354
1358343,36059,40.80475473,-73.67058968,SAINT FRANCIS HOSPITAL,100 PORT WASHINGTON BLVD,ROSLYN,NY,NASSAU,11548,(516) 562-6000,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.stfrancisheartcenter.com/index.html,NON-PROFIT,4181.0,0.0870605118392729,,364.0,,2495.0,16.0,0.0,372,32.38651040420952
1358343,36059,40.77763592,-73.70161094,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DR,MANHASSET,NY,NASSAU,11030,(516) 562-0100,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.northshorelij.com/hospitals/location/north-shore-university-hospital,NON-PROFIT,4181.0,0.18273140397034202,330106.0,764.0,47.0,2495.0,16.0,0.0,372,67.97608227696723
1358343,36059,40.72625551,-73.55373802,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TPKE,EAST MEADOW,NY,NASSAU,11554,(516) 572-0123,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.nuhealth.net,GOVERNMENT - DISTRICT/AUTHORITY,4181.0,0.1267639320736666,330027.0,530.0,33.0,2495.0,16.0,0.0,372,47.15618273140397
1358343,36059,40.650998,-73.63083944,SOUTH NASSAU COMMUNITIES HOSPITAL,1 HEALTHY WAY,OCEANSIDE,NY,NASSAU,11510,(516) 632-3000,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.southnassau.org,NON-PROFIT,4181.0,0.10882563979909113,330198.0,455.0,10.0,2495.0,16.0,0.0,372,40.4831380052619
1358343,36059,40.8710014,-73.62238567,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,NASSAU,11542,(516) 674-7588,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,https://www.northwell.edu/find-care/locations/glen-cove-hospital,NON-PROFIT,4181.0,0.059076775890935185,330181.0,247.0,10.0,2495.0,16.0,0.0,372,21.976560631427887
1358343,36059,40.74069748,-73.6430084,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,NASSAU,11501,(516) 663-0333,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.winthrop.org/,GOVERNMENT - STATE,4181.0,0.14135374312365462,,591.0,,2495.0,16.0,0.0,372,52.58359244199952
1358343,36059,40.81087429,-73.50866605,SYOSSET HOSPITAL,221 JERICHO TPKE,SYOSSET,NY,NASSAU,11791,(516) 496-6400,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.northshorelij.com/hospitals/location/syosset-hospital,NON-PROFIT,4181.0,0.024635254723750298,,103.0,,2495.0,16.0,0.0,372,9.164314757235111
1358343,36059,40.77495423,-73.47853471,PLAINVIEW HOSPITAL,888 OLD COUNTRY RD,PLAINVIEW,NY,NASSAU,11803,(516) 719-2222,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.northshorelij.com/hospitals/location/plainview-hospital,NON-PROFIT,4181.0,0.05237981344176035,330331.0,219.0,19.0,2495.0,16.0,0.0,372,19.48529060033485
210433,36063,43.28855995,-78.70831696,EASTERN NIAGARA HOSPITAL,2600 WILLIAM ST,NEWFANE,NY,NIAGARA,14108,(716) 778-5111,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.enhs.org/,NON-PROFIT,623.0,0.11396468699839486,330163.0,71.0,8.0,2495.0,16.0,0.0,1,0.11396468699839486
210433,36063,43.17737108,-78.67114428,EASTERN NIAGARA HOSPITAL,521 EAST AVE,LOCKPORT,NY,NIAGARA,14094,(716) 514-5700,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.enhs.org,NON-PROFIT,623.0,0.2247191011235955,330163.0,140.0,8.0,2495.0,16.0,0.0,1,0.2247191011235955
210433,36063,43.09392082,-79.04971013,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 10TH ST,NIAGARA FALLS,NY,NIAGARA,14301,(716) 278-4000,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.nfmmc.org,NON-PROFIT,623.0,0.27447833065810595,330065.0,171.0,12.0,2495.0,16.0,0.0,1,0.27447833065810595
210433,36063,43.02541801,-78.86234244,DEGRAFF MEMORIAL HOSPITAL,445 TREMONT ST,NORTH TONAWANDA,NY,NIAGARA,14120,(716) 694-4500,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.kaleidahealth.org/degraff/,NON-PROFIT,623.0,0.10593900481540931,,66.0,,2495.0,16.0,0.0,1,0.10593900481540931
210433,36063,43.15418402,-79.03243072,MOUNT ST. MARY'S HOSPITAL,5300 MILITARY RD,LEWISTON,NY,NIAGARA,14092,(716) 297-4800,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.chsbuffalo.org/Facilities/Hospitals/MountStMarysHospital,NON-PROFIT,623.0,0.2808988764044944,,175.0,,2495.0,16.0,0.0,1,0.2808988764044944
229577,36065,43.22913433,-75.44235499,ROME MEMORIAL HOSPITAL,1500 N JAMES ST,ROME,NY,ONEIDA,13440,(315) 338-7000,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.romehospital.org,NON-PROFIT,701.0,0.18544935805991442,,130.0,,2495.0,16.0,0.0,2,0.37089871611982883
229577,36065,43.08217143,-75.26611203,ST. ELIZABETH MEDICAL CENTER,2209 GENESEE ST,UTICA,NY,ONEIDA,13501,(315) 801-8100,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.stemc.org,NON-PROFIT,701.0,0.2867332382310984,,201.0,,2495.0,16.0,0.0,2,0.5734664764621968
229577,36065,43.09673342,-75.27589377,FAXTON-ST. LUKE'S HEALTHCARE - ST. LUKE'S CAMPUS,1656 CHAMPLIN AVE,UTICA,NY,ONEIDA,13413,(315) 624-6000,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://faxtonstlukes.com/,NON-PROFIT,701.0,0.5278174037089871,,370.0,,2495.0,16.0,0.0,2,1.0556348074179742
461809,36067,43.00803767,-76.16790218,UPSTATE UNIVERSITY HOSPITAL - COMMUNITY CAMPUS,4900 BROAD RD,SYRACUSE,NY,ONONDAGA,13215,(315) 492-5953,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.upstate.edu/,NON-PROFIT,1632.0,0.19975490196078433,,326.0,,2495.0,16.0,0.0,5,0.9987745098039216
461809,36067,43.04189732,-76.13983046,UPSTATE UNIVERSITY HOSPITAL - DOWNTOWN CAMPUS,750 E ADAMS ST,SYRACUSE,NY,ONONDAGA,13210,(315) 464-3284,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.upstate.edu/,NON-PROFIT,1632.0,0.2506127450980392,,409.0,,2495.0,16.0,0.0,5,1.253063725490196
461809,36067,43.05593308,-76.15006167,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVE,SYRACUSE,NY,ONONDAGA,13203,(315) 448-5111,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.sjhsyr.org/,NON-PROFIT,1632.0,0.26409313725490197,330140.0,431.0,24.0,2495.0,16.0,0.0,5,1.3204656862745099
461809,36067,43.04129917,-76.13839401,CROUSE HOSPITAL,736 IRVING AVE,SYRACUSE,NY,ONONDAGA,13210,(315) 470-7111,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.crouse.org/,NON-PROFIT,1632.0,0.2855392156862745,330203.0,466.0,29.0,2495.0,16.0,0.0,5,1.4276960784313726
109864,36069,42.87646048,-76.98776837,GENEVA GENERAL HOSPITAL,196-198 NORTH ST,GENEVA,NY,ONTARIO,14456,(315) 787-4000,GENERAL ACUTE CARE,OPEN,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.flhealth.org,NON-PROFIT,399.0,0.3308270676691729,330058.0,132.0,14.0,2495.0,16.0,0.0,1,0.3308270676691729
